	family	subfamily	genus	species	sample-1_1093_6313	sample-1_10_102032	sample-1_11_101626	sample-1_12_101623	sample-1_13_99291	sample-1_15_98423	sample-1_16_98401	sample-1_17_96846	sample-1_18_96565	sample-1_1971_3823	sample-1_19_96211	sample-1_1_194036	sample-1_2023_3705	sample-1_2087_3578	sample-1_20_95736	sample-1_21_95604	sample-1_22_93708	sample-1_2370_3154	sample-1_23_92914	sample-1_241_22966	sample-1_2468_3000	sample-1_2475_2996	sample-1_2496_2968	sample-1_24_92306	sample-1_2557_2904	sample-1_273_20403	sample-1_2809_2618	sample-1_2895_2535	sample-1_2_180874	sample-1_309_18290	sample-1_30_80291	sample-1_3125_2250	sample-1_3157_2206	sample-1_3406_1938	sample-1_3423_1921	sample-1_347_16656	sample-1_352_16508	sample-1_3596_1751	sample-1_3635_1721	sample-1_3643_1714	sample-1_3684_1680	sample-1_3983_1483	sample-1_3_171347	sample-1_4061_1441	sample-1_41_65330	sample-1_4226_1355	sample-1_4390_1275	sample-1_4409_1266	sample-1_4411_1265	sample-1_4677_1147	sample-1_4798_1110	sample-1_4954_1063	sample-1_4981_1057	sample-1_4_157545	sample-1_516_11797	sample-1_5191_1012	sample-1_5_155540	sample-1_6_155389	sample-1_7_152939	sample-1_9_104613
OHCF01000051	Suoliviridae	Bearivirinae	Afonbuvirus	Afonbuvirus intestinihominis/faecalis	0.167	0.362	0.297	0.333	0.288	0.053	0.358	0.079	0.327	0.0	0.078	0.066	0.5	0.5	0.362	0.374	0.38	0.167	0.077	0.111	0.5	0.0	0.6	0.023	0.5	0.773	0.0	0.2	0.027	0.28	0.076	0.0	1.0	1.0	0.5	0.1	0.1	0.0	0.5	0.667	1.0	0.0	0.022	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.105	1.0	0.014	0.021	0.015	0.296
OHEN01000023	Epsilon	Epsilon	Epsilon_1	Epsilon_1_10	0.0	0.026	0.016	0.019	0.01	0.009	0.009	0.011	0.02	0.0	0.0	0.007	0.0	0.0	0.01	0.009	0.01	0.0	0.0	0.0	0.5	0.0	0.0	0.752	0.5	0.0	0.0	0.0	0.0	0.04	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.352	0.0	0.0	0.326	0.351	0.343	0.028
OHFV01000001	Zeta	Zeta	Zeta_7	Zeta_7_3	0.5	0.06	0.062	0.067	0.077	0.159	0.019	0.056	0.041	0.143	0.043	0.03	0.0	0.167	0.019	0.028	0.02	0.0	0.121	0.0	0.0	0.0	0.0	0.015	0.0	0.045	0.0	0.2	0.219	0.04	0.048	0.0	0.0	0.0	0.25	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.456	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.053	0.0	0.005	0.005	0.005	0.046
OHFX01000006	Zeta	Zeta	Zeta_4	Zeta_4_1	1.0	0.086	0.062	0.095	0.077	0.106	0.057	0.101	0.071	0.714	0.07	0.083	0.0	0.167	0.057	0.065	0.06	0.167	0.099	0.037	0.5	0.0	0.0	0.0	0.5	0.091	0.0	0.4	0.424	0.0	0.086	0.0	0.0	1.0	0.25	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.263	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.009	0.105	0.0	0.009	0.01	0.01	0.074
OHIN01000009	Zeta	Zeta	Zeta_1	Zeta_1_5	1.0	0.078	0.062	0.114	0.077	0.168	0.066	0.034	0.061	0.0	0.07	0.023	0.0	0.167	0.067	0.084	0.07	0.167	0.11	0.037	0.5	0.0	0.0	0.0	0.5	0.091	0.0	0.4	0.339	0.0	0.029	0.0	0.0	1.0	0.25	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.206	0.0	0.011	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.028	0.105	0.0	0.023	0.031	0.025	0.065
OHJU01000015	Suoliviridae	Bearivirinae	Afonbuvirus	Afonbuvirus intestinihominis/faecalis	0.167	0.379	0.312	0.343	0.298	0.053	0.377	0.079	0.357	0.0	0.07	0.066	0.5	0.5	0.381	0.393	0.4	0.167	0.077	0.111	0.5	0.0	0.6	0.023	0.5	0.864	0.0	0.0	0.022	0.28	0.076	0.0	1.0	1.0	0.5	0.1	0.1	0.0	0.5	0.667	1.0	0.0	0.022	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.019	0.105	1.0	0.018	0.021	0.02	0.333
OHJX01000034	Crevaviridae	Doltivirinae	Kingevirus	Kingevirus communis	0.167	0.095	0.062	0.038	0.067	0.062	0.047	0.146	0.071	0.0	0.243	0.116	0.25	0.167	0.048	0.065	0.05	0.167	0.044	0.185	0.5	0.0	0.2	0.008	0.5	0.227	0.0	0.0	0.027	0.08	0.152	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.035	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
OHKK01000062	Crevaviridae	Doltivirinae	Kingevirus	Kingevirus communis	0.167	0.095	0.062	0.038	0.067	0.062	0.047	0.135	0.071	0.0	0.252	0.109	0.25	0.167	0.048	0.065	0.05	0.167	0.044	0.185	0.5	0.0	0.2	0.008	0.5	0.227	0.0	0.0	0.027	0.08	0.143	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.035	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
OHKV01000027	Epsilon	Epsilon	Epsilon_1	Epsilon_1_12	0.0	0.026	0.016	0.019	0.01	0.0	0.009	0.011	0.02	0.0	0.0	0.007	0.0	0.0	0.01	0.009	0.01	0.0	0.0	0.0	0.5	0.0	0.0	0.699	0.5	0.0	0.0	0.0	0.0	0.04	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.356	0.0	0.0	0.344	0.346	0.348	0.028
OHLF01000025	Suoliviridae	Oafivirinae	Burzaovirus	Burzaovirus intestinihominis	0.167	0.259	0.227	0.238	0.25	0.071	0.236	0.079	0.265	0.0	0.078	0.106	0.75	0.5	0.238	0.252	0.25	0.167	0.088	0.111	0.5	0.0	0.6	0.015	0.5	0.318	0.333	0.4	0.031	0.24	0.105	0.0	1.0	1.0	0.5	0.15	0.1	0.0	1.0	0.667	1.0	0.0	0.026	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.105	1.0	0.014	0.021	0.015	0.231
OHMA01000001	Zeta	Zeta	Zeta_1	Zeta_1_1	1.0	0.078	0.078	0.114	0.077	0.168	0.066	0.034	0.061	0.0	0.07	0.023	0.0	0.167	0.067	0.084	0.07	0.167	0.121	0.037	0.5	0.0	0.0	0.0	0.5	0.091	0.0	0.4	0.357	0.0	0.029	0.0	0.0	1.0	0.25	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.211	0.0	0.011	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.028	0.105	0.0	0.023	0.031	0.025	0.065
OHMY01000035	Epsilon	Epsilon	Epsilon_1	Epsilon_1_12	0.0	0.026	0.016	0.019	0.01	0.0	0.009	0.011	0.02	0.0	0.0	0.007	0.0	0.0	0.01	0.009	0.01	0.0	0.0	0.0	0.5	0.0	0.0	0.699	0.5	0.0	0.0	0.0	0.0	0.04	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.356	0.0	0.0	0.344	0.346	0.348	0.028
OHPI01000007	Zeta	Zeta	Zeta_1	Zeta_1_5	1.0	0.078	0.062	0.114	0.077	0.168	0.066	0.034	0.061	0.0	0.07	0.023	0.0	0.167	0.067	0.084	0.07	0.167	0.11	0.037	0.5	0.0	0.0	0.0	0.5	0.091	0.0	0.4	0.339	0.0	0.029	0.0	0.0	1.0	0.25	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.206	0.0	0.011	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.028	0.105	0.0	0.023	0.031	0.025	0.065
OHPM01000044	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.103	0.07	0.057	0.077	0.062	0.066	0.326	0.082	0.0	0.122	0.255	0.25	0.167	0.067	0.084	0.07	0.0	0.055	0.222	0.0	0.0	0.2	0.03	0.0	0.136	0.0	0.2	0.027	0.08	0.295	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.009	0.053	1.0	0.009	0.021	0.01	0.083
OHQM01000028	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.112	0.055	0.048	0.077	0.062	0.075	0.303	0.092	0.0	0.122	0.252	0.25	0.167	0.076	0.093	0.07	0.0	0.044	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.15	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.023	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.005	0.053	1.0	0.005	0.016	0.005	0.083
OHQS01000030	Epsilon	Epsilon	Epsilon_1	Epsilon_1_12	0.0	0.026	0.016	0.019	0.01	0.0	0.009	0.011	0.02	0.0	0.0	0.007	0.0	0.0	0.01	0.009	0.01	0.0	0.0	0.0	0.5	0.0	0.0	0.699	0.5	0.0	0.0	0.0	0.0	0.04	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.356	0.0	0.0	0.344	0.346	0.348	0.028
OHTA01000010	Zeta	Zeta	Zeta_1	Zeta_1_5	1.0	0.078	0.062	0.114	0.077	0.168	0.066	0.034	0.061	0.0	0.07	0.023	0.0	0.167	0.067	0.084	0.07	0.167	0.11	0.037	0.5	0.0	0.0	0.0	0.5	0.091	0.0	0.4	0.339	0.0	0.029	0.0	0.0	1.0	0.25	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.206	0.0	0.011	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.028	0.105	0.0	0.023	0.031	0.025	0.065
OHTD01000013	Crevaviridae	Doltivirinae	Kingevirus	Kingevirus communis	0.167	0.095	0.062	0.038	0.067	0.062	0.047	0.135	0.071	0.0	0.243	0.109	0.25	0.167	0.048	0.065	0.05	0.167	0.044	0.185	0.5	0.0	0.2	0.008	0.5	0.227	0.0	0.0	0.027	0.08	0.143	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.035	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
OHXK01000005	Epsilon	Epsilon	Epsilon_1	Epsilon_1_14	0.0	0.026	0.016	0.019	0.01	0.0	0.009	0.011	0.02	0.0	0.0	0.007	0.0	0.0	0.01	0.009	0.01	0.0	0.0	0.0	0.5	0.0	0.0	0.699	0.5	0.0	0.0	0.0	0.0	0.04	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.352	0.0	0.0	0.335	0.351	0.343	0.028
OHXQ01000012	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.043	0.016	0.029	0.019	0.018	0.028	0.169	0.031	0.0	0.052	0.172	0.25	0.167	0.029	0.047	0.03	0.0	0.022	0.222	0.0	0.0	0.2	0.015	0.0	0.136	0.0	0.2	0.004	0.08	0.181	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.0	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.005	0.053	1.0	0.005	0.016	0.005	0.028
OHYE01000011	Epsilon	Epsilon	Epsilon_1	Epsilon_1_2	0.0	0.06	0.023	0.038	0.019	0.009	0.028	0.022	0.041	0.0	0.009	0.03	0.0	0.0	0.029	0.037	0.03	0.0	0.011	0.037	0.0	0.0	0.0	0.692	0.0	0.045	0.0	0.0	0.0	0.08	0.019	0.0	1.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	1.0	0.0	0.5	1.0	0.0	0.0	0.5	0.0	0.366	0.053	0.0	0.33	0.382	0.358	0.056
OIAT01000008	Epsilon	Epsilon	Epsilon_1	Epsilon_1_9	0.0	0.026	0.016	0.019	0.01	0.0	0.009	0.011	0.02	0.0	0.0	0.007	0.0	0.0	0.01	0.009	0.01	0.0	0.0	0.0	0.5	0.0	0.0	0.714	0.5	0.0	0.0	0.0	0.0	0.04	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.356	0.0	0.0	0.339	0.346	0.343	0.028
OICB01000025	Suoliviridae	Boorivirinae	Cohcovirus	Cohcovirus splanchnicus	0.167	0.362	0.273	0.324	0.327	0.062	0.302	0.079	0.337	0.0	0.078	0.066	0.5	0.667	0.305	0.327	0.32	0.167	0.11	0.111	0.5	0.0	0.6	0.015	0.5	0.364	0.333	0.2	0.031	0.56	0.076	0.0	1.0	1.0	1.0	0.15	0.1	0.0	1.0	0.667	1.0	0.0	0.022	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.037	0.158	1.0	0.032	0.026	0.035	0.324
OICG01000006	Epsilon	Epsilon	Epsilon_2	Epsilon_2_2	0.0	0.069	0.023	0.038	0.019	0.009	0.028	0.011	0.051	0.0	0.009	0.023	0.0	0.0	0.029	0.037	0.03	0.0	0.011	0.037	0.0	0.0	0.0	0.331	0.0	0.045	0.0	0.0	0.009	0.08	0.019	0.0	1.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	1.0	0.0	0.5	1.0	0.0	0.0	0.5	0.0	0.806	0.105	0.0	0.787	0.874	0.841	0.065
OICK01000023	Crevaviridae	Doltivirinae	Kingevirus	Kingevirus communis	0.167	0.095	0.055	0.038	0.067	0.053	0.047	0.146	0.071	0.0	0.243	0.116	0.25	0.167	0.048	0.065	0.05	0.167	0.033	0.185	0.5	0.0	0.2	0.008	0.5	0.182	0.0	0.0	0.022	0.08	0.152	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.031	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
OICR01000007	Epsilon	Epsilon	Epsilon_1	Epsilon_1_5	0.0	0.026	0.016	0.019	0.01	0.0	0.009	0.011	0.02	0.0	0.0	0.007	0.0	0.0	0.01	0.009	0.01	0.0	0.0	0.0	0.5	0.0	0.0	0.669	0.5	0.0	0.0	0.0	0.0	0.04	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.338	0.0	0.0	0.339	0.34	0.333	0.028
OIHW01000011	Suoliviridae	Bearivirinae	Afonbuvirus	Afonbuvirus intestinihominis/faecalis	0.167	0.362	0.305	0.333	0.317	0.053	0.349	0.079	0.367	0.0	0.078	0.066	0.5	0.667	0.352	0.374	0.37	0.167	0.088	0.111	0.5	0.0	0.6	0.015	0.5	0.864	0.0	0.0	0.022	0.28	0.076	0.0	1.0	1.0	0.75	0.1	0.1	0.0	0.5	0.667	1.0	0.0	0.026	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.158	1.0	0.014	0.016	0.015	0.333
OIJI01000001	Zeta	Zeta	Zeta_9	Zeta_9_1	0.5	0.078	0.078	0.076	0.096	0.124	0.028	0.067	0.061	0.286	0.07	0.046	0.0	0.167	0.029	0.037	0.03	0.0	0.11	0.0	0.0	0.0	0.0	0.023	0.0	0.045	0.0	0.2	0.21	0.08	0.076	0.0	0.0	0.0	0.25	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.053	0.0	0.032	0.016	0.015	0.065
OIKE01000002	Zeta	Zeta	Zeta_9	Zeta_9_1	0.667	0.095	0.086	0.086	0.106	0.133	0.038	0.079	0.071	0.286	0.087	0.056	0.0	0.167	0.038	0.047	0.04	0.167	0.121	0.037	0.5	0.0	0.0	0.023	0.5	0.091	0.0	0.2	0.214	0.08	0.086	0.0	0.0	1.0	0.25	0.05	0.0	0.0	0.5	0.0	0.5	0.0	0.851	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.019	0.105	0.0	0.036	0.016	0.02	0.074
OIML01000001	Zeta	Zeta	Zeta_9	Zeta_9_1	0.5	0.078	0.078	0.076	0.096	0.124	0.028	0.067	0.061	0.286	0.061	0.046	0.0	0.167	0.029	0.037	0.03	0.0	0.11	0.0	0.0	0.0	0.0	0.023	0.0	0.045	0.0	0.2	0.21	0.08	0.076	0.0	0.0	0.0	0.25	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.053	0.0	0.032	0.016	0.015	0.065
OIMM01000002	Zeta	Zeta	Zeta_9	Zeta_9_1	0.5	0.078	0.078	0.076	0.096	0.124	0.028	0.067	0.061	0.286	0.07	0.046	0.0	0.167	0.029	0.037	0.03	0.0	0.11	0.0	0.0	0.0	0.0	0.023	0.0	0.045	0.0	0.2	0.21	0.08	0.076	0.0	0.0	0.0	0.25	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.053	0.0	0.032	0.016	0.015	0.065
OINI01000001	Zeta	Zeta	Zeta_9	Zeta_9_1	0.5	0.078	0.078	0.076	0.096	0.124	0.028	0.067	0.061	0.286	0.061	0.046	0.0	0.167	0.029	0.037	0.03	0.0	0.11	0.0	0.0	0.0	0.0	0.023	0.0	0.045	0.0	0.2	0.21	0.08	0.076	0.0	0.0	0.0	0.25	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.053	0.0	0.032	0.016	0.015	0.065
OINJ01000001	Zeta	Zeta	Zeta_9	Zeta_9_1	0.5	0.078	0.078	0.076	0.096	0.124	0.028	0.067	0.061	0.286	0.061	0.046	0.0	0.167	0.029	0.037	0.03	0.0	0.11	0.0	0.0	0.0	0.0	0.023	0.0	0.045	0.0	0.2	0.21	0.08	0.076	0.0	0.0	0.0	0.25	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.053	0.0	0.032	0.016	0.015	0.065
OINS01000001	Zeta	Zeta	Zeta_9	Zeta_9_1	0.5	0.078	0.078	0.076	0.096	0.124	0.028	0.067	0.061	0.286	0.07	0.046	0.0	0.167	0.029	0.037	0.03	0.0	0.11	0.0	0.0	0.0	0.0	0.023	0.0	0.045	0.0	0.2	0.21	0.08	0.076	0.0	0.0	0.0	0.25	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.053	0.0	0.032	0.016	0.015	0.065
OIOX01000001	Zeta	Zeta	Zeta_9	Zeta_9_1	0.5	0.078	0.078	0.076	0.096	0.124	0.028	0.067	0.061	0.286	0.07	0.046	0.0	0.167	0.029	0.037	0.03	0.0	0.11	0.0	0.0	0.0	0.0	0.023	0.0	0.045	0.0	0.2	0.21	0.08	0.076	0.0	0.0	0.0	0.25	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.053	0.0	0.032	0.016	0.015	0.065
OIPU01000001	Zeta	Zeta	Zeta_9	Zeta_9_1	0.5	0.078	0.078	0.076	0.096	0.124	0.028	0.067	0.061	0.286	0.07	0.046	0.0	0.167	0.029	0.037	0.03	0.0	0.11	0.0	0.0	0.0	0.0	0.023	0.0	0.045	0.0	0.2	0.21	0.08	0.076	0.0	0.0	0.0	0.25	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.053	0.0	0.032	0.016	0.015	0.065
OIRC01000027	Suoliviridae	Uncouvirinae	Aurodevirus	Aurodevirus hiberniae	0.167	0.388	0.414	0.352	0.5	0.071	0.877	0.09	0.347	0.0	0.07	0.076	0.5	0.667	0.838	0.879	0.88	0.167	0.121	0.111	0.5	0.0	0.6	0.023	0.5	0.409	0.0	0.4	0.027	0.28	0.086	0.0	1.0	1.0	0.75	0.15	0.1	0.0	0.5	1.0	1.0	0.0	0.018	1.0	0.023	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.158	1.0	0.014	0.021	0.015	0.352
OIWL01000154	Suoliviridae	Uncouvirinae	Birpovirus	Birpovirus hominis	0.167	0.5	0.43	0.4	0.394	0.088	0.585	0.101	0.449	0.0	0.07	0.083	0.5	0.833	0.6	0.598	0.61	0.167	0.132	0.111	0.5	0.0	0.8	0.03	0.5	0.5	0.0	0.2	0.022	0.28	0.095	0.0	1.0	1.0	0.75	0.15	0.1	0.0	0.5	0.667	1.0	0.0	0.026	1.0	0.023	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.023	0.158	1.0	0.023	0.026	0.025	0.444
OIWL01000160	Intestiviridae	Churivirinae	Jahgtovirus	Jahgtovirus intestinalis	0.167	0.129	0.078	0.057	0.087	0.044	0.066	0.933	0.071	0.0	0.13	0.666	0.25	0.167	0.067	0.075	0.07	0.167	0.11	0.704	0.5	0.0	0.2	0.023	0.5	0.273	0.0	0.0	0.018	0.08	0.638	0.0	1.0	1.0	0.25	0.05	0.35	0.0	0.5	0.333	1.0	0.0	0.031	1.0	0.011	1.0	1.0	0.5	1.0	1.0	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
OIWM01000114	Crevaviridae	Coarsevirinae	Junduvirus	Junduvirus communis	0.167	0.103	0.062	0.057	0.077	0.062	0.066	0.135	0.071	0.0	0.748	0.109	0.25	0.167	0.067	0.084	0.07	0.167	0.044	0.185	0.5	0.0	0.2	0.008	0.5	0.182	0.0	0.2	0.031	0.08	0.143	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.035	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.009	0.105	1.0	0.009	0.016	0.01	0.065
OIWQ01000029	Epsilon	Epsilon	Epsilon_2	Epsilon_2_4	0.0	0.052	0.023	0.038	0.019	0.009	0.028	0.011	0.031	0.0	0.017	0.023	0.0	0.0	0.029	0.037	0.03	0.0	0.011	0.037	0.0	0.0	0.0	0.301	0.0	0.045	0.0	0.2	0.009	0.08	0.019	0.0	1.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	1.0	0.0	0.5	1.0	0.0	0.0	0.5	0.0	0.787	0.105	0.0	0.729	0.806	0.776	0.037
OIWS01000145	Steigviridae	Asinivirinae	Kahnovirus	Kahnovirus copri	0.167	0.147	0.078	0.095	0.115	0.558	0.057	0.101	0.082	0.0	0.061	0.066	0.25	0.333	0.057	0.075	0.06	0.667	0.462	0.111	0.5	0.0	0.2	0.015	0.5	0.273	1.0	0.2	0.045	0.12	0.067	0.0	1.0	1.0	0.5	0.65	0.1	0.0	0.5	0.333	1.0	0.0	0.053	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.684	1.0	0.005	0.005	0.005	0.074
OIWT01000163	Steigviridae	Asinivirinae	Kahnovirus	Kahnovirus oralis	0.167	0.147	0.102	0.095	0.115	0.531	0.047	0.09	0.082	0.0	0.052	0.063	0.25	0.333	0.048	0.075	0.05	0.667	0.484	0.111	0.5	0.0	0.2	0.015	0.5	0.318	1.0	0.2	0.045	0.12	0.067	0.0	1.0	1.0	0.5	0.65	0.1	0.0	0.5	0.333	1.0	0.0	0.039	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.684	1.0	0.005	0.005	0.005	0.074
OIWV01000054	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.103	0.055	0.057	0.067	0.053	0.066	0.303	0.082	0.0	0.122	0.248	0.25	0.167	0.067	0.084	0.07	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.009	0.053	1.0	0.009	0.021	0.01	0.083
OIWV01000065	Crevaviridae	Doltivirinae	Kingevirus	Kingevirus communis	0.167	0.095	0.062	0.038	0.067	0.062	0.047	0.146	0.071	0.0	0.243	0.116	0.25	0.167	0.048	0.065	0.05	0.167	0.044	0.185	0.5	0.0	0.2	0.008	0.5	0.227	0.0	0.0	0.027	0.08	0.152	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.035	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.009	0.105	1.0	0.009	0.005	0.01	0.065
OIXA01000019	Zeta	Zeta	Zeta_9	Zeta_9_1	0.5	0.078	0.07	0.048	0.067	0.124	0.028	0.045	0.061	0.286	0.061	0.033	0.0	0.0	0.029	0.028	0.03	0.0	0.066	0.0	0.0	0.0	0.0	0.023	0.0	0.045	0.0	0.2	0.201	0.08	0.048	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.032	0.016	0.015	0.056
OIXA01000142	Suoliviridae	Bearivirinae	Afonbuvirus	Afonbuvirus intestinihominis/faecalis	0.167	0.379	0.297	0.333	0.288	0.053	0.358	0.079	0.357	0.0	0.07	0.066	0.5	0.5	0.362	0.374	0.38	0.167	0.077	0.111	0.5	0.0	0.6	0.023	0.5	0.818	0.0	0.0	0.022	0.28	0.076	0.0	1.0	1.0	0.5	0.1	0.1	0.0	0.5	0.667	1.0	0.0	0.022	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.019	0.105	1.0	0.018	0.021	0.02	0.333
